"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"ace96c","AAL1437 ","United States","1653417366","1653417366","-76.4509","37.9966","10058.4","FALSE","251.1","70.12","0",NA,"10515.6","6407","FALSE","0","1"
"89656b","FDB576  ","United Arab Emirates","1653417366","1653417366","55.375","25.2577",NA,"TRUE","2.31","312.19",NA,NA,NA,NA,"FALSE","0","0"
"a4acae","AAL990  ","United States","1653417366","1653417366","-106.9987","37.0448","10660.38","FALSE","242.89","71.99","0",NA,"10789.92","7377","FALSE","0","0"
"396668","FPO774  ","France","1653417339","1653417355","7.4166","42.1641","8557.26","FALSE","200.82","289.92","0.33",NA,NA,"1000","FALSE","0","0"
"ac7364","FDX6313 ","United States","1653417366","1653417366","22.2081","43.2641","12192","FALSE","222.24","333.32","-0.33",NA,"12504.42","5575","FALSE","0","5"
"461f5a","FIN19   ","Finland","1653417366","1653417366","-93.2622","37.801","13106.4","FALSE","210.52","198.97","0",NA,"13418.82","4024","FALSE","0","0"
"a64304","N502SX  ","United States","1653417344","1653417363","-109.1678","32.3471","14325.6","FALSE","222.59","285.96","0",NA,"14653.26",NA,"FALSE","0","0"
"acc327","ASI340  ","United States","1653417366","1653417366","-112.5302","33.7501","1767.84","FALSE","44.76","43.6","-0.33",NA,"1798.32",NA,"FALSE","0","2"
"a3e31a","N35GR   ","United States","1653417366","1653417366","-114.1564","36.3296","11887.2","FALSE","262.83","73.16","-0.33",NA,"12298.68",NA,"FALSE","0","4"
"a08209","N13151  ","United States","1653417365","1653417366","-71.0312","42.5991","655.32","FALSE","58.76","319.62","0",NA,"723.9","5153","FALSE","0","0"
"a3dc47","DAL2590 ","United States","1653417366","1653417366","-84.4551","33.7332","3078.48","FALSE","154.85","90.19","-11.05",NA,"3253.74","5667","FALSE","0","4"
"ab5383","","United States","1653417109","1653417109","-72.2484","18.5203","10668","FALSE","250.84","152.12","0",NA,"11209.02",NA,"FALSE","0","1"
"346419","IBE6856 ","Spain","1653417366","1653417366","-46.236","-22.8656","11277.6","FALSE","246.09","20.18","0",NA,"11780.52",NA,"FALSE","0","0"
"a10520","N165JY  ","United States","1653417366","1653417366","-82.1905","27.8539","579.12","FALSE","62.48","252.76","0",NA,"601.98",NA,"FALSE","0","0"
"a95fa4","N7029W  ","United States","1653417363","1653417363","-116.7586","47.83","1127.76","FALSE","49","243.17","-4.23",NA,"1158.24",NA,"FALSE","0","0"
"a76f43","UAL2380 ","United States","1653417366","1653417366","-123.4906","37.4212","5783.58","FALSE","212.63","251.96","7.48",NA,"6057.9","6362","FALSE","0","1"
"ae63d0","AAAAAAA ","United States","1653417151","1653417154","-89.7402","38.4508","822.96","FALSE","95.7","313.48","-4.88",NA,"815.34",NA,"FALSE","0","0"
"adf668","N999ZY  ","United States","1653417365","1653417365","-74.4917","40.6431","243.84","FALSE","56.49","217.6","0.65",NA,"304.8","1200","FALSE","0","0"
"ada6ed","","United States","1653417350","1653417350","-67.2238","20.036","9471.66","FALSE","242.86","137.49","-4.55",NA,"9944.1",NA,"FALSE","0","1"
"89653b","ETD407  ","United Arab Emirates","1653417366","1653417366","55.1494","24.0117","3291.84","FALSE","140.05","337.77","-6.18",NA,"3467.1",NA,"FALSE","0","0"
"4bcdfa","SXS8TV  ","Turkey","1653417365","1653417366","25.3918","40.8904","11887.2","FALSE","238.31","136.14","0",NA,"12214.86","6422","FALSE","0","0"
"89653a","ETD279  ","United Arab Emirates","1653417365","1653417366","55.8363","23.5553","7086.6","FALSE","206.92","307.53","-10.4",NA,"7543.8",NA,"FALSE","0","0"
"abaf9c","ARCAT068","United States","1653417366","1653417366","-116.5368","33.2103","4427.22","FALSE","94.04","264.66","1.3",NA,"4610.1",NA,"FALSE","0","2"
"394c0f","AFR57LM ","France","1653417366","1653417366","2.4789","48.9167","3230.88","FALSE","140.46","89.16","-6.18",NA,"3268.98","1000","FALSE","0","1"
"4ca76f","EIN723  ","Ireland","1653417364","1653417364","-8.4474","51.7675","594.36","FALSE","73.88","340.05","-4.55",NA,"647.7","5467","FALSE","0","1"
"a2b060","UAL1975 ","United States","1653417300","1653417333","-112.0233","36.729","10668","FALSE","236.77","67.11","0",NA,"10972.8",NA,"FALSE","0","1"
"4ca76a","RYR8V   ","Ireland","1653417366","1653417366","10.8925","46.5637","7284.72","FALSE","185.51","141.19","-4.88",NA,"7482.84","3440","FALSE","0","1"
"ad934d","N974JD  ","United States","1653417366","1653417366","-74.2862","40.6238","3329.94","FALSE","158.86","106.56","11.38",NA,"3429","1130","FALSE","0","3"
"a69cb7","NKS244  ","United States","1653417366","1653417366","-90.4016","14.4216","4366.26","FALSE","140.5","88.32","11.05",NA,"4556.76","4754","FALSE","0","1"
"40650b","CFE95C  ","United Kingdom","1653417366","1653417366","-2.6137","53.3462","11582.4","FALSE","208.42","309.19","0.33",NA,"11628.12","7753","FALSE","0","1"
"a93a7f","N694KM  ","United States","1653417366","1653417366","-97.9184","25.2918","6096","FALSE","105.96","238.7","0",NA,"6347.46",NA,"FALSE","0","0"
"ac23ef","SWA6602 ","United States","1653417313","1653417313","-114.2709","38.6394","10668","FALSE","276.77","138.99","-0.33",NA,"11003.28",NA,"FALSE","0","0"
"491184","NJE789H ","Portugal","1653417366","1653417366","-9.2768","38.5636","1181.1","FALSE","92.06","62","0.65",NA,"1280.16","2072","FALSE","0","1"
"ac6c83","N287LS  ","United States","1653417366","1653417366","-97.3175","43.6468","10652.76","FALSE","273.36","54.58","0",NA,"10858.5","0771","FALSE","0","3"
"89653e","ETD856  ","United Arab Emirates","1653417366","1653417366","54.8268","24.9689","4312.92","FALSE","200.54","31.04","8.45",NA,"4564.38",NA,"FALSE","0","0"
"e494bc","GLO1696 ","Brazil",NA,"1653417269",NA,NA,NA,"FALSE","248.65","42.74","0",NA,NA,NA,"FALSE","0","0"
"407848","GIIBB   ","United Kingdom","1653417083","1653417083","-3.7422","50.5355","403.86","FALSE","57.98","228.96","-1.63",NA,"403.86",NA,"FALSE","0","0"
"a4fc32","LXJ420  ","United States","1653417366","1653417367","-83.8766","35.0472","6096","FALSE","199.2","192.53","0",NA,"6393.18","6623","FALSE","0","0"
"700b20","AZG9553 ","Afghanistan","1653417366","1653417366","11.152","47.554","11277.6","FALSE","250.65","114.88","0",NA,"11445.24","7655","FALSE","0","0"
"ade321","N994ST  ","United States","1653417360","1653417360","-75.4368","39.7333","76.2","FALSE","60.76","316.03","0.98",NA,"160.02",NA,"FALSE","0","0"
"896558","ABY454  ","United Arab Emirates","1653417365","1653417365","55.51","25.3254",NA,"TRUE","3.34","33.75",NA,NA,NA,NA,"FALSE","0","0"
"896557","FDB1721 ","United Arab Emirates","1653417363","1653417365","55.8205","26.347","5875.02","FALSE","221.88","10.55","7.8",NA,"6217.92",NA,"FALSE","0","0"
"4b9903","FHY904  ","Turkey","1653417366","1653417366","33.51","35.1525",NA,"TRUE","7.72","112.5",NA,NA,NA,NA,"FALSE","0","1"
"896555","","United Arab Emirates","1653417366","1653417366","37.3091","31.3938","7917.18","FALSE","191.73","314.02","0",NA,"8267.7",NA,"FALSE","0","0"
"4b9907","FHY613  ","Turkey","1653417361","1653417361","-1.5483","55.0754","632.46","FALSE","69.53","245.52","-4.23",NA,"670.56","3574","FALSE","0","0"
"896559","ABY271  ","United Arab Emirates","1653417362","1653417365","55.9038","26.7451","7840.98","FALSE","231.58","10.24","4.23",NA,"8328.66",NA,"FALSE","0","0"
"abf0ba","ERU869  ","United States","1653417365","1653417365","-81.2642","29.7886","800.1","FALSE","48.48","160.8","-1.3",NA,"853.44",NA,"FALSE","0","0"
"405e24","TOM5200 ","United Kingdom","1653417366","1653417366","2.5032","39.4481","1143","FALSE","101.21","58.09","-1.63",NA,"1181.1","2025","FALSE","0","1"
"a08e1e","DAL1441 ","United States","1653417366","1653417366","-79.8077","27.2901","3276.6","FALSE","158.6","193.32","-8.78",NA,"3459.48",NA,"FALSE","0","0"
"461f52","FIN4CE  ","Finland","1653417366","1653417366","7.0003","54.0418","12496.8","FALSE","257.68","56.56","0",NA,"12504.42","3432","FALSE","0","6"
"407838","EZY25MC ","United Kingdom","1653417365","1653417366","11.3861","47.5181","10363.2","FALSE","207.67","290.14","0",NA,"10576.56","5514","FALSE","0","0"
"407837","EZY65PH ","United Kingdom","1653417348","1653417365","22.1265","40.7189","10668","FALSE","240.56","142.91","0",NA,"11041.38","0703","FALSE","0","0"
"ac869a","N906MS  ","United States","1653417365","1653417366","-98.0219","32.2177","8747.76","FALSE","202.83","130.68","-5.2",NA,"9067.8",NA,"FALSE","0","0"
"4686c6","SXAVF   ","Greece","1653417358","1653417358","22.3458","40.7054","5181.6","FALSE","112.98","127.6","-0.65",NA,"5463.54","3647","FALSE","0","0"
"4ca783","ITY248  ","Ireland","1653417366","1653417366","9.4594","45.7053","3360.42","FALSE","180.38","53.82","8.13",NA,"3459.48","0441","FALSE","0","1"
"461f50","FIN144  ","Finland","1653417202","1653417205","73.2001","27.038","11582.4","FALSE","235.68","298.13","0",NA,"12230.1",NA,"FALSE","0","6"
"a69caf","N525NB  ","United States","1653417366","1653417366","-97.1951","30.3561","4328.16","FALSE","190.89","78.81","10.73",NA,"4465.32",NA,"FALSE","0","0"
"a22539","UAL1850 ","United States","1653417365","1653417366","-74.1548","40.7082","-30.48","FALSE","67.64","206.18","-3.58",NA,"45.72","5742","FALSE","0","1"
"aa58a6","ENY3931 ","United States","1653417365","1653417366","-88.3763","41.9128","1447.8","FALSE","114.45","22.18","0.98",NA,"1508.76","1074","FALSE","0","0"
"ae01d9","SNOOP33 ","United States","1653417364","1653417364","-91.7265","42.2972","9753.6","FALSE","193.98","268.94","0.33",NA,"10020.3",NA,"FALSE","0","1"
"a690fb","GJS4166 ","United States","1653417361","1653417361","-74.1702","40.6924",NA,"TRUE","8.75","22.5",NA,NA,NA,"4226","FALSE","0","0"
"a08e82","RPA4630 ","United States","1653417251","1653417252","-73.7949","40.6599","-45.72","FALSE","59.38","121.9","-3.9",NA,"30.48","1311","FALSE","0","4"
"a26bb8","SKW4045 ","United States","1653417312","1653417312","-111.9844","40.6315","2209.8","FALSE","96.42","7.05","-7.15",NA,"2278.38",NA,"FALSE","0","4"
"4063e6","VIR91   ","United Kingdom","1653417366","1653417366","-80.5916","28.8216","3848.1","FALSE","203.07","264.62","-8.45",NA,"4076.7",NA,"FALSE","0","1"
"acbaf8","","United States","1653417308","1653417309","-121.1992","38.9767","952.5","FALSE","45.8","14.97","-1.3",NA,"937.26",NA,"FALSE","0","2"
"491d9a","NJE522N ","Portugal","1653417366","1653417366","-0.7606","49.1024","7879.08","FALSE","211.64","286.23","-12.35",NA,"7901.94","6707","FALSE","0","0"
"a4c811","EJA407  ","United States","1653417358","1653417358","-83.0756","40.0755",NA,"TRUE","0","281.25",NA,NA,NA,NA,"FALSE","0","3"
"a7506a","SWA1256 ","United States","1653417366","1653417366","-73.7531","39.5389","9753.6","FALSE","214.99","225.48","0",NA,"10180.32","7072","FALSE","0","0"
"8964b4","UAE37V  ","United Arab Emirates","1653417356","1653417365","55.3557","25.251",NA,"TRUE","0","30.94",NA,NA,NA,NA,"FALSE","0","0"
"8964b3","UAE261  ","United Arab Emirates","1653417366","1653417366","-39.4833","-19.8918","11582.4","FALSE","225.58","236.35","0",NA,"12199.62",NA,"FALSE","0","0"
"44a9cc","TFL4PW  ","Belgium","1653417366","1653417366","-1.6182","43.7637","12192","FALSE","230.33","25.53","0",NA,"12344.4","1000","FALSE","0","1"
"a0f869","UCA4334 ","United States","1653417322","1653417322","-92.38","29.5188","7315.2","FALSE","201.06","227.9","0.33",NA,"7635.24",NA,"FALSE","0","0"
"a34522","N31GV   ","United States","1653417365","1653417366","-83.9243","34.7635","5341.62","FALSE","191.65","189.89","-11.7",NA,"5593.08","3106","FALSE","0","0"
"a9903a","SKW3206 ","United States","1653417366","1653417366","-96.9189","33.0276","2125.98","FALSE","149.48","86.45","8.78",NA,"2133.6",NA,"FALSE","0","3"
"a032d7","N1114J  ","United States","1653417366","1653417366","-85.2967","35.3271","1615.44","FALSE","73.37","165.38","1.3",NA,"1691.64",NA,"FALSE","0","3"
"a3eeb0","UAL1768 ","United States","1653417366","1653417366","-75.9159","39.4169","8229.6","FALSE","246.18","42.29","-0.65",NA,"8595.36","7335","FALSE","0","1"
"400f99","BAW1363 ","United Kingdom","1653417366","1653417366","-0.0053","51.5141","1348.74","FALSE","108.11","177.82","-2.6",NA,"1371.6","7623","FALSE","0","1"
"e4827c","TAM3837 ","Brazil","1653417306","1653417345","-48.4553","-27.7712","11879.58","FALSE","237.91","45.53","0",NA,"12260.58",NA,"FALSE","0","1"
"a1aec2","N20727  ","United States","1653417366","1653417366","-104.8557","39.5955","1973.58","FALSE","40.97","352.79","3.25",NA,"1988.82",NA,"FALSE","0","0"
"a0f886","UCA4324 ","United States","1653417366","1653417366","-102.1445","32.2773","4069.08","FALSE","190.78","3.87","4.23",NA,"4137.66",NA,"FALSE","0","0"
"8964c0","ETD460  ","United Arab Emirates","1653417163","1653417163","56.7973","23.5079","8785.86","FALSE","252.44","117.82","5.85",NA,"9243.06",NA,"FALSE","0","6"
"a4ae15","QXE2212 ","United States","1653417366","1653417366","-121.7178","38.9757","1813.56","FALSE","142.99","184.75","-2.28",NA,"1859.28","1511","FALSE","0","0"
"ad579b","NJM959  ","United States","1653417237","1653417237","-115.414","38.9491","13106.4","FALSE","205.69","260.21","0",NA,"13441.68",NA,"FALSE","0","3"
"461f38","FIN7WK  ","Finland","1653417366","1653417366","12.9366","56.1159","11894.82","FALSE","246.54","52.46","0.33",NA,"11948.16","0656","FALSE","0","1"
"a0823a","N1317E  ","United States","1653417366","1653417366","-97.5452","30.3864","487.68","FALSE","38.71","66.5","3.25",NA,"457.2",NA,"FALSE","0","0"
"adeddd","AAL1915 ","United States","1653417365","1653417365","-77.264","37.4422","365.76","FALSE","78.09","328.19","-3.9",NA,"403.86","3667","FALSE","0","4"
"461f36","FIN7GR  ","Finland","1653417366","1653417366","7.8906","56.0259","11582.4","FALSE","224.45","235.84","0.33",NA,"11551.92","2001","FALSE","0","1"
"acd4ec","SKW3889 ","United States","1653417365","1653417365","-78.5002","41.0106","2514.6","FALSE","150.56","131.26","-10.4",NA,"2628.9","4166","FALSE","0","0"
"4b990d","FHY591  ","Turkey","1653417366","1653417366","14.3634","47.3381","11597.64","FALSE","216.81","315","0.33",NA,"11871.96","3254","FALSE","0","0"
"461f31","FIN8AF  ","Finland","1653417366","1653417366","13.7731","58.4801","11894.82","FALSE","234.56","60.29","-0.65",NA,"11940.54","1476","FALSE","0","1"
"8964c6","ABY531  ","United Arab Emirates","1653417365","1653417366","74.3726","28.6111","10355.58","FALSE","213.78","263.64","0",NA,"10904.22",NA,"FALSE","0","4"
"a4c824","N407RL  ","United States","1653417366","1653417366","-122.8413","45.7492","91.44","FALSE","50.49","351.21","-0.98",NA,"121.92",NA,"FALSE","0","0"
"a3eec5","N3521Q  ","United States","1653417365","1653417366","-80.9928","29.1888","518.16","FALSE","35.54","157.89","2.6",NA,"518.16",NA,"FALSE","0","0"
"888123","HVN310  ","Viet Nam","1653417073","1653417076","113.2087","22.9412","10881.36","FALSE","265.82","87","4.23",NA,"11597.64",NA,"FALSE","0","6"
"a21e1f","N2355E  ","United States","1653417346","1653417346","-115.1987","36.2081",NA,"TRUE","5.14","39.38",NA,NA,NA,NA,"FALSE","0","0"
"396677","TAY4315 ","France","1653417366","1653417366","19.1676","56.4766","10668","FALSE","215.75","260.81","0",NA,NA,NA,"FALSE","0","0"
"acc1eb","ASA12   ","United States","1653417365","1653417366","-71.6441","42.5585","3649.98","FALSE","190.5","102.16","-8.78",NA,"3779.52","1573","FALSE","0","0"
"a428a9","N3670D  ","United States","1653417366","1653417366","-82.0892","28.6929","3322.32","FALSE","82.95","172.87","0.33",NA,"3497.58",NA,"FALSE","0","2"
"491d99","NJE298E ","Portugal","1653417366","1653417366","-4.6472","50.9224","13106.4","FALSE","241.34","26.18","-0.33",NA,"13281.66","7462","FALSE","0","0"
"ad448d","ASH5867 ","United States","1653417366","1653417367","-122.7556","38.1043","1844.04","FALSE","103.47","311.78","0.33",NA,"1889.76","7751","FALSE","0","0"
"491146","TAP109T ","Portugal","1653417363","1653417363","-9.136","38.7769",NA,"TRUE","9.77","191.25",NA,NA,NA,"0442","FALSE","0","1"
"ae5d9b","G20913  ","United States","1653417238","1653417238","-76.5821","40.4292","129.54","FALSE","44.95","56.67","-4.23",NA,"243.84",NA,"FALSE","0","0"
"461f08","FIN2EG  ","Finland","1653417366","1653417367","11.3731","55.5032","12496.8","FALSE","259.59","51.52","0",NA,"12550.14","0160","FALSE","0","1"
"aaa929","SWA2697 ","United States","1653417365","1653417365","-122.2149","37.7091",NA,"TRUE","5.92","233.44",NA,NA,NA,NA,"FALSE","0","1"
"a953df","N70TA   ","United States","1653417364","1653417364","-82.3126","28.833","670.56","FALSE","44.82","170.75","0.65",NA,"723.9",NA,"FALSE","0","2"
"4851f7","KLM125  ","Kingdom of the Netherlands","1653417366","1653417366","-65.8471","18.6085","10972.8","FALSE","247.97","197.38","0",NA,"11490.96",NA,"FALSE","0","6"
"ad4498","SDU153  ","United States","1653417366","1653417366","-116.5673","34.782","11224.26","FALSE","211.62","259.92","-7.48",NA,"11689.08","1077","FALSE","0","0"
"a8d33a","N668PD  ","United States","1653417363","1653417363","-118.0364","33.9984",NA,"TRUE","0","135",NA,NA,NA,NA,"FALSE","0","0"
"39c995","FHSMV   ","France","1653417366","1653417366","-74.6088","44.3425","10058.4","FALSE","180.23","80.97","0.33",NA,"10302.24","1747","FALSE","0","0"
"ae5d94","G20906  ","United States","1653417144","1653417149","-76.5789","40.4285","182.88","FALSE","29.25","50.71","-3.25",NA,"259.08",NA,"FALSE","0","0"
"a47809","UAL1715 ","United States","1653417365","1653417366","-87.343","41.4899","2971.8","FALSE","175.93","317.96","0",NA,"3063.24","6565","FALSE","0","4"
"a032b7","N1113M  ","United States","1653417340","1653417340","-84.3552","33.2396","944.88","FALSE","73.26","126.15","-0.33",NA,"1021.08",NA,"FALSE","0","2"
"4076dd","EXS86PQ ","United Kingdom","1653417340","1653417340","-14.6111","30.3676","11277.6","FALSE","207.12","197.49","0",NA,"11772.9",NA,"FALSE","0","0"
"ae5d95","G20907  ","United States","1653417366","1653417366","-76.4588","40.4247","487.68","FALSE","52.69","279.55","-5.53",NA,"563.88",NA,"FALSE","0","0"
"4076da","EXS81H  ","United Kingdom","1653417366","1653417366","21.038","43.9979","11277.6","FALSE","246.32","136.1","0",NA,"11597.64","4614","FALSE","0","0"
"a4ae31","N400S   ","United States","1653417364","1653417365","-72.6397","40.6525","1874.52","FALSE","93.55","222.99","0",NA,"1973.58","2750","FALSE","0","2"
"a99c6a","N7182G  ","United States","1653417365","1653417365","-98.9575","29.4427","1181.1","FALSE","57.62","277.7","-0.98",NA,"1143",NA,"FALSE","0","0"
"461f09","FIN5    ","Finland","1653417366","1653417366","-73.4803","40.7774","1135.38","FALSE","136.42","275.41","-3.9",NA,"1234.44","0707","FALSE","0","1"
"4076e4","BAW53KP ","United Kingdom","1653417366","1653417366","-1.5229","49.3033","10363.2","FALSE","198.75","9.54","0",NA,"10439.4","5552","FALSE","0","0"
"4076e2","BAW385  ","United Kingdom","1653417366","1653417366","6.5947","49.7212","11567.16","FALSE","225.47","309.54","0.33",NA,"11643.36","3120","FALSE","0","0"
"a19b18","SKW5877 ","United States","1653417366","1653417366","-113.9913","51.1103",NA,"TRUE","8.23","87.19",NA,NA,NA,NA,"FALSE","0","4"
"76cc62","SIA529  ","Singapore","1653417365","1653417365","82.0535","12.0826","8336.28","FALSE","258.12","111.76","6.5",NA,"8793.48",NA,"FALSE","0","6"
"a4c849","SKW3426 ","United States","1653417365","1653417366","-120.3601","35.3114","9144","FALSE","203.52","324.98","0",NA,"9555.48",NA,"FALSE","0","0"
"ab5f29","N8315S  ","United States","1653417366","1653417366","-86.4268","40.3371","2225.04","FALSE","72.1","330.51","-0.33",NA,"2293.62",NA,"FALSE","0","2"
"a69e14","N5251Z  ","United States","1653417366","1653417366","-73.408","40.864","510.54","FALSE","51.82","209.11","0.65",NA,"594.36",NA,"FALSE","0","0"
"8964a6","UAE3R   ","United Arab Emirates","1653417169","1653417337","53.1449","27.4288","11277.6","FALSE","242.11","164.72","0",NA,"11963.4",NA,"FALSE","0","0"
"c08568","CGYNN   ","Canada","1653417060","1653417076","-79.1619","44.0913","350.52","FALSE","70.51","20.95","0.33",NA,"419.1","3214","FALSE","0","0"
"c08569","CGYNO   ","Canada","1653417161","1653417161","-75.6536","45.3122","22.86","FALSE","23.47","296","-2.28",NA,"144.78",NA,"FALSE","0","0"
"4ca6a5","RYR76BP ","Ireland","1653417366","1653417366","8.5136","51.695","11277.6","FALSE","236.1","101.95","0",NA,"11315.7","0520","FALSE","0","1"
"a7767e","","United States","1653417252","1653417263","-73.7243","41.8166","754.38","FALSE","50.41","294.73","1.63",NA,"822.96",NA,"FALSE","0","0"
"a7767b","LXJ580  ","United States","1653417362","1653417362","-65.1026","27.9721","13708.38","FALSE","221.56","349.16","0.65",NA,"14142.72",NA,"FALSE","0","3"
"a19b72","SWA206  ","United States","1653417366","1653417366","-118.3449","34.8275","11887.2","FALSE","247.14","130.19","-0.33",NA,"12359.64","1706","FALSE","0","0"
"ab5f1b","SWA1014 ","United States","1653417366","1653417366","-116.1277","32.7642","4488.18","FALSE","202.05","264.59","-13.33",NA,"4678.68",NA,"FALSE","0","1"
"a0cb68","AAL2207 ","United States","1653417366","1653417366","-93.189","31.1967","10668","FALSE","225.24","126.27","0",NA,"11117.58","2275","FALSE","0","1"
"a0de99","AAL401  ","United States","1653417366","1653417366","-77.387","38.6846","9144","FALSE","216.73","222.02","0",NA,"9563.1","6202","FALSE","0","1"
"4ca6a3","RYR8ZL  ","Ireland","1653417366","1653417366","10.3529","44.5503","10668","FALSE","196.74","228.18","0",NA,"10942.32","7123","FALSE","0","1"
"a4a0cf","LYM3712 ","United States","1653417365","1653417365","-108.0473","37.9827","3467.1","FALSE","80.86","104.74","-6.18",NA,"3520.44",NA,"FALSE","0","0"
"4ca6a4","RYR9DK  ","Ireland","1653417366","1653417366","5.0446","43.6434","11277.6","FALSE","197.45","205.3","0",NA,"11460.48","1105","FALSE","0","1"
"a272cb","N257PG  ","United States","1653417366","1653417366","-121.7776","39.6545","2918.46","FALSE","80.53","22.14","0",NA,"3009.9","3256","FALSE","0","0"
"a7ac54","ASA746  ","United States","1653417366","1653417366","-84.0852","33.6485","1478.28","FALSE","116.79","270.76","0.65",NA,"1554.48",NA,"FALSE","0","0"
"a32b44","N303JE  ","United States","1653417308","1653417308","-74.0612","40.8556",NA,"TRUE","3.34","126.56",NA,NA,NA,NA,"FALSE","0","0"
"a45210","FFT203  ","United States","1653417366","1653417366","-86.8259","21.2328","1630.68","FALSE","155.04","272.85","-9.43",NA,"1714.5",NA,"FALSE","0","0"
"a76366","N5750T  ","United States","1653417365","1653417365","-92.9904","45.0328","274.32","FALSE","29.18","279.13","-0.98",NA,"320.04",NA,"FALSE","0","0"
"a1a2d3","N204W   ","United States","1653417153","1653417153","-90.9753","43.7588","1363.98","FALSE","136.13","300.93","-5.85",NA,"1463.04",NA,"FALSE","0","2"
"a6e0b2","N524PU  ","United States","1653417364","1653417364","-93.3583","45.0645","182.88","FALSE","0","0","0",NA,"236.22",NA,"FALSE","0","0"
"a9afe0","N723NC  ","United States","1653417366","1653417366","-108.3586","37.0545","11887.2","FALSE","175.78","43.22","-0.33",NA,"12039.6","0711","FALSE","0","0"
"aaefc0","N80327  ","United States","1653417066","1653417068","-86.9364","36.5199","342.9","FALSE","42.6","52.85","-6.18",NA,"335.28",NA,"FALSE","0","0"
"a8c006","GTI3838 ","United States","1653417364","1653417364","-110.8311","38.523","11894.82","FALSE","217.62","52.59","0.65",NA,"12085.32","7712","FALSE","0","0"
"a35881","N3143U  ","United States","1653417366","1653417366","-78.3557","43.1864","2682.24","FALSE","79.01","222.63","-9.43",NA,"2727.96","0426","FALSE","0","2"
"a9ff60","N743TH  ","United States","1653417366","1653417366","-122.3977","37.9069","975.36","FALSE","41.7","9.23","2.6",NA,"967.74","1200","FALSE","0","0"
"abb601","SWA1133 ","United States","1653417366","1653417366","-66.2223","18.6591","1737.36","FALSE","142.77","174","-5.85",NA,"1790.7",NA,"FALSE","0","1"
"4ca6b1","EAI58EH ","Ireland","1653417365","1653417366","-3.1308","56.0321","1013.46","FALSE","93.64","242.87","-4.55",NA,"982.98","4215","FALSE","0","1"
"4050dc","GCEGU   ","United Kingdom","1653417289","1653417289","-0.8099","51.4101","525.78","FALSE","59.04","67.46","-0.65",NA,"563.88",NA,"FALSE","0","0"
"a272bf","AAY433  ","United States","1653417366","1653417366","-82.2549","28.576","3390.9","FALSE","153.85","178.85","-11.05",NA,"3596.64","7125","FALSE","0","0"
"a40ecf","N3601H  ","United States","1653417366","1653417366","-93.1877","45.7953","1889.76","FALSE","73.71","250.43","0",NA,"1965.96",NA,"FALSE","0","0"
"aa80c0","EJA776  ","United States","1653417326","1653417326","-115.1077","34.3447","8092.44","FALSE","244","231.08","-8.13",NA,"8473.44","3721","FALSE","0","0"
"ae4a7c","KBAR08  ","United States","1653417366","1653417366","-73.4406","40.237","9144","FALSE","122.96","216.15","0",NA,"9525","1404","FALSE","0","0"
"a82ccb","N626CT  ","United States","1653417367","1653417367","-100.7698","30.6945","13716","FALSE","265.41","104.71","-0.98",NA,"14074.14",NA,"FALSE","0","0"
"47947c","NOZ636  ","Norway","1653417366","1653417366","8.0889","60.2075","8595.36","FALSE","223.67","273.43","-8.45",NA,"8542.02",NA,"FALSE","0","1"
"a33e5e","EDV5528 ","United States","1653417366","1653417366","-81.2642","41.6677","8679.18","FALSE","253.81","99.92","5.53",NA,"8999.22","4165","FALSE","0","1"
"aaa954","SWA1655 ","United States","1653417353","1653417364","-86.2421","28.1788","11582.4","FALSE","222.22","288.35","0.33",NA,"12131.04",NA,"FALSE","0","1"
"ab0fe4","N8113R  ","United States","1653417366","1653417366","-76.421","39.998","487.68","FALSE","54.21","265.1","3.25",NA,"502.92",NA,"FALSE","0","2"
"4851b1","KLM641  ","Kingdom of the Netherlands","1653417366","1653417367","-69.8473","42.1001","10965.18","FALSE","219.38","262.72","-0.33",NA,"11346.18","6077","FALSE","0","6"
"a09589","N137DM  ","United States","1653417366","1653417366","-76.9955","40.1163","822.96","FALSE","58.67","153.43","-0.65",NA,"883.92","4216","FALSE","0","0"
"a8df3a","N6708T  ","United States","1653417366","1653417366","-86.8095","31.8798","2766.06","FALSE","74.7","126.32","0",NA,"2872.74",NA,"FALSE","0","0"
"400381","IWY234  ","United Kingdom","1653417365","1653417366","-69.8103","18.6179","2438.4","FALSE","99.8","280.09","6.83",NA,"2537.46",NA,"FALSE","0","0"
"a700da","EJA550  ","United States","1653417365","1653417366","-75.325","38.7924","10972.8","FALSE","219.79","198.14","0",NA,"11414.76","3042","FALSE","0","3"
"a2bba4","UAL774  ","United States","1653417366","1653417366","-83.8528","27.9754","9685.02","FALSE","235.61","266.24","4.88",NA,"10180.32","3020","FALSE","0","0"
"a2e8dd","N287K   ","United States","1653417186","1653417193","-122.1904","48.1715","312.42","FALSE","72.02","359.59","-0.65",NA,"350.52",NA,"FALSE","0","0"
"ac2fc2","N8845K  ","United States","1653417366","1653417366","-88.0382","43.62","807.72","FALSE","73.37","198.82","-2.28",NA,"853.44","1200","FALSE","0","0"
"a9ff1e","EJA743  ","United States","1653417366","1653417366","-96.0673","41.4316","868.68","FALSE","83.44","92.83","0.33",NA,"868.68",NA,"FALSE","0","3"
